year,category,laureate_type,full_name,birth_year,birth_city,birth_country,gender,prize,motivation
2015,Physics,Individual,Arthur B. McDonald,1943,Sydney,Canada,Male,The Nobel Prize in Physics 2015,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass"""
2016,Chemistry,Individual,Jean-Pierre Sauvage,1944,Paris,France,Male,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines"""
2016,Chemistry,Individual,Sir J. Fraser Stoddart,1942,Edinburgh,United Kingdom,Male,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines"""
2016,Chemistry,Individual,Bernard L. Feringa,1951,Barger-Compascuum,Netherlands,Male,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines"""
2016,Economics,Individual,Oliver Hart,1948,London,United Kingdom,Male,The Sveriges Riksbank Prize in Economic Sciences 2016,"""for their contributions to contract theory"""
2016,Economics,Individual,Bengt HolmstrÃ¶m,1949,Helsinki,Finland,Male,The Sveriges Riksbank Prize in Economic Sciences 2016,"""for their contributions to contract theory"""
2016,Literature,Individual,Bob Dylan,1941,"Duluth, MN",United States of America,Male,The Nobel Prize in Literature 2016,"""for having created new poetic expressions within the great American song tradition"""
2016,Medicine,Individual,Yoshinori Ohsumi,1945,Fukuoka,Japan,Male,The Nobel Prize in Physiology or Medicine 2016,"""for his discoveries of mechanisms for autophagy"""
2016,Peace,Individual,Juan Manuel Santos,1951,BogotÃ¡,Colombia,Male,The Nobel Peace Prize 2016,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end"""
2016,Physics,Individual,David J. Thouless,1934,Bearsden,United Kingdom,Male,The Nobel Prize in Physics 2016,"""for theoretical discoveries of topological phase transitions and topological phases of matter"""
2016,Physics,Individual,F. Duncan M. Haldane,1951,London,United Kingdom,Male,The Nobel Prize in Physics 2016,"""for theoretical discoveries of topological phase transitions and topological phases of matter"""
2016,Physics,Individual,J. Michael Kosterlitz,1943,Aberdeen,United Kingdom,Male,The Nobel Prize in Physics 2016,"""for theoretical discoveries of topological phase transitions and topological phases of matter"""
2017,Physics,Individual,Rainer Weiss,1932,Berlin,Germany,Male,The Nobel Prize in Physics 2017,"""for decisive contributions to the LIGO detector and the observation of gravitational waves"""
2017,Physics,Individual,Barry C. Barish,1936,Omaha,United States of America,Male,The Nobel Prize in Physics 2017,"""for decisive contributions to the LIGO detector and the observation of gravitational waves"""
2017,Physics,Individual,Kip S. Thorne,1940,Logan,United States of America,Male,The Nobel Prize in Physics 2017,"""for decisive contributions to the LIGO detector and the observation of gravitational waves"""
2017,Chemistry,Individual,Jacques Dubochet,1942,Aigle,Switzerland,Male,The Nobel Prize in Chemistry 2017,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution"""
2017,Chemistry,Individual,Joachim Frank,1940,Siegen,Germany,Male,The Nobel Prize in Chemistry 2017,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution"""
2017,Chemistry,Individual,Richard Henderson,1945,Edinburgh,Scotland,Male,The Nobel Prize in Chemistry 2017,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution"""
2017,Medicine,Individual,Jeffery C. Hall,1945,"New York, NY",United States of America,Male,The Nobel Prize in Physiology or Medicine 2017,"""for their discoveries of molecular mechanisms controlling the circadian rhythm"""
2017,Medicine,Individual,Michael Rosbash,1944,Kansas,United States of America,Male,The Nobel Prize in Physiology or Medicine 2017,"""for their discoveries of molecular mechanisms controlling the circadian rhythm"""
2017,Medicine,Individual,Michael W. Young,1949,Miami,United States of America,Male,The Nobel Prize in Physiology or Medicine 2017,"""for their discoveries of molecular mechanisms controlling the circadian rhythm"""
2017,Literature,Individual,Kazuo Ishiguro,1954,Nagasaki,Japan,Male,The Nobel Prize in Literature 2017,"""who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world"""
2017,Peace,Organization,International Campaign to Abolish Nuclear Weapons (ICAN),NA,NA,NA,NA,The Nobel Peace Prize 2017,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons."""
2017,Economics,Individual,Richard H. Thaler,1945,East Orange,United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2017,"""for his contributions to behavioural economics"""
2018,Economics,Individual,William D. Nordhaus,1941,Albuquerque,United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2018,"""for integrating climate change into long-run macroeconomic analysis"""
2018,Economics,Individual,Paul M. Romer,1955,"Denver, CO",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2018,"""for integrating climate change into long-run macroeconomic analysis"""
2018,Peace,Individual,Denis Mukwege,1955,Bukavu,Congo,Male,The Nobel Peace Prize 2018,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict"""
2018,Literature,Individual,Olga Tokarczuk,1962,Sulechow,Poland,Female,The Nobel Prize in Literature 2018,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life"""
2018,Medicine,Individual,James P. Allison,1948,Alice,United States of America,Male,The Nobel Prize in Physiology or Medicine 2018,"""for their discovery of cancer therapy by inhibition of negative immune regulation"""
2018,Medicine,Individual,Tasuku Honjo,1942,Kyoto,Japan,Male,The Nobel Prize in Physiology or Medicine 2018,"""for their discovery of cancer therapy by inhibition of negative immune regulation"""
2018,Chemistry,Individual,France H. Arnold,1956,"Pittsburgh, PA",United States of America,Female,The Nobel Prize in Chemistry 2018,"""for the directed evolution of enzymes"""
2018,Chemistry,Individual,George P. Smith,1941,Norwalk,United States of America,Male,The Nobel Prize in Chemistry 2018,"""for the phage display of peptides and antibodies"""
2018,Chemistry,Individual,Sir Gregory P. Winter,1951,Leicester,United Kingdom,Male,The Nobel Prize in Chemistry 2018,"""for the phage display of peptides and antibodies"""
2018,Physics,Individual,Arthur Ashkin,1922,"New York, NY",United States of America,Male,The Nobel Prize in Physics 2018,Òfor the optical tweezers and their application to biological systemsÓ
2018,Physics,Individual,Gerard Mourou,1944,Albertville,France,Male,The Nobel Prize in Physics 2018,"Òfor their method of generating high-intensity, ultra-short optical pulsesÓ"
2018,Physics,Individual,Donna Strickland,1959,Guelph,Canada,Female,The Nobel Prize in Physics 2018,"Òfor their method of generating high-intensity, ultra-short optical pulsesÓ"
2019,Physics,Individual,James Peebles,1935,Winnipeg,Canada,Male,The Nobel Prize in Physics 2019,"""for theoretical discoveries in physical cosmology"""
2019,Physics,Individual,Michel Mayor,1942,Lausanne,Switzerland,Male,The Nobel Prize in Physics 2019,"""for the discovery of an exoplanet orbiting a solar-type star"""
2019,Physics,Individual,Didier Queloz,1966,Geneva,Switzerland,Male,The Nobel Prize in Physics 2019,"""for the discovery of an exoplanet orbiting a solar-type star"""
2019,Chemistry,Individual,John B. Ggoodenough,1922,Jena,Germany,Male,The Nobel Prize in Chemistry 2019,"""for the development of lithium-ion batteries"""
2019,Chemistry,Individual,M. Stanley Whittingham,1941,NA,United Kingdom,Male,The Nobel Prize in Chemistry 2019,"""for the development of lithium-ion batteries"""
2019,Chemistry,Individual,Akira Yoshino,1948,Suita,Japan,Male,The Nobel Prize in Chemistry 2019,"""for the development of lithium-ion batteries"""
2019,Medicine,Individual,William G. Kaelin Jr,1957,"New York, NY",United States of America,Male,The Nobel Prize in Physiology or Medicine 2019,"""for their discoveries of how cells sense and adapt to oxygen availability"""
2019,Medicine,Individual,Sir Peter J. Ratcliffe,1954,Lancashire,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 2019,"""for their discoveries of how cells sense and adapt to oxygen availability"""
2019,Medicine,Individual,Gregg L. Semenza,1956,"New York, NY",United States of America,Male,The Nobel Prize in Physiology or Medicine 2019,"""for their discoveries of how cells sense and adapt to oxygen availability"""
2019,Literature,Individual,Peter Handke,1942,Griffen,Austria,Male,The Nobel Prize in Literature 2019,"""for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience"""
2019,Peace,Individual,Abiy Ahmed Ali,1976,Beshasha,Ethiopia,Male,The Nobel Peace Prize 2019,"""for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea"""
2019,Economics,Individual,Abhijit Banerjee,1961,Mumbai,India,Male,The Sveriges Riksbank Prize in Economic Sciences 2019,"""for their experimental approach to alleviating global poverty"""
2019,Economics,Individual,Esther Duflo,1972,Paris,France,Female,The Sveriges Riksbank Prize in Economic Sciences 2019,"""for their experimental approach to alleviating global poverty"""
2019,Economics,Individual,Michael Kremer,1964,"New York, NY",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2019,"""for their experimental approach to alleviating global poverty"""
2020,Economics,Individual,Paul R. Milgrom,1948,"Detroit, MI",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2020,"""for improvements to auction theory and inventions of new auction formats"""
2020,Economics,Individual,Robert B. Wilson,1937,Geneva,Germany,Male,The Sveriges Riksbank Prize in Economic Sciences 2020,"""for improvements to auction theory and inventions of new auction formats"""
2020,Peace,OrganizationWorld Food Programme,,NA,NA,NA,NA,The Nobel Peace Prize 2020,"""for its efforts to combat hunger, for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict"""
2020,Literature,Individual,Louise Gluck,1943,"New York, NY",United States of America,Female,The Nobel Prize in Literature 2020,"""for her unmistakable poetic voice that with austere beauty makes individual existence universal"""
2020,Medicine,Individual,Harvey J. Alter,1935,"New York, NY",United States of America,Male,The Nobel Prize in Physiology or Medicine 2020,"""for the discovery of Hepatitis C virus"""
2020,Medicine,Individual,Michael Houghton,NA,NA,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 2020,"""for the discovery of Hepatitis C virus"""
2020,Medicine,Individual,Charles M. Rice,1952,Sacramento,United States of America,Male,The Nobel Prize in Physiology or Medicine 2020,"""for the discovery of Hepatitis C virus"""
2020,Chemistry,Individual,Emmanuelle Charpentier,1968,Juvisy-sur-Orge,France,Female,The Nobel Prize in Chemistry 2020,"""for the development of a method for genome editing"""
2020,Chemistry,Individual,Jennifer A. Doudna,1964,"Washington, DC",United States of America,Female,The Nobel Prize in Chemistry 2020,"""for the development of a method for genome editing"""
2020,Physics,Individual,Roger Penrose,1931,Colchester,United Kingdom,Male,The Nobel Prize in Physics 2020,"""for the discovery that black hole formation is a robust prediction of the general theory of relativity"""
2020,Physics,Individual,Reinhard Genzel,1952,Homburg,Germany,Male,The Nobel Prize in Physics 2020,"""for the discovery of a supermassive compact object at the centre of our galaxy"""
